Date,Open,High,Low,Close,Volume,Adj Close
2015-02-26,89.129997,89.18,88.080002,88.650002,13984000,84.147435
2015-02-25,89.57,89.699997,89.080002,89.599998,9925700,85.049181
2015-02-24,89.330002,89.779999,89.129997,89.419998,9990700,84.878323
2015-02-23,89.260002,89.550003,88.739998,89.010002,12771800,84.489151
2015-02-20,89.400002,89.940002,88.849998,89.919998,15959900,85.352928
2015-02-19,89.639999,90.419998,88.580002,89.440002,19350600,84.897312
2015-02-18,91.989998,91.989998,90.389999,91.010002,19177900,86.38757
2015-02-17,92.75,93.07,92.290001,93.050003,11758700,88.323959
2015-02-13,92.699997,93.449997,92.279999,93.370003,12061000,88.627706
2015-02-12,91.459999,92.660004,91.019997,92.370003,14843000,87.678496
2015-02-11,90.019997,90.830002,89.790001,90.599998,12240600,85.998391
2015-02-10,91.739998,91.739998,90.300003,91.010002,12952900,86.38757
2015-02-09,91.400002,92.290001,91.239998,91.559998,11360700,86.909631
2015-02-06,92.099998,92.279999,90.959999,91.50,12185900,86.852681
2015-02-05,92.389999,92.540001,91.699997,92.360001,12809000,87.014046
2015-02-04,91.639999,92.269997,90.510002,91.459999,19632200,86.166138
2015-02-03,90.900002,92.330002,90.809998,92.25,21900900,86.910412
2015-02-02,87.849998,89.589996,87.50,89.580002,20306300,84.394958
2015-01-30,87.160004,88.419998,86.25,87.419998,22679900,82.359979
2015-01-29,88.220001,88.260002,86.029999,87.580002,22683000,82.510721
2015-01-28,90.879997,90.93,87.82,87.949997,17829700,82.8593
2015-01-27,91.239998,91.599998,90.599998,90.949997,12301500,85.685655
2015-01-26,90.610001,91.940002,90.470001,91.760002,10672500,86.448776
2015-01-23,92.279999,92.480003,90.790001,90.889999,14706300,85.629131
2015-01-22,92.309998,92.970001,91.32,92.870003,13559000,87.494528
2015-01-21,91.739998,91.989998,91.010002,91.870003,14276400,86.55241
2015-01-20,91.139999,91.779999,90.379997,91.089996,16761000,85.817551
2015-01-16,88.980003,91.190002,88.980003,91.120003,17713100,85.845821
2015-01-15,89.739998,90.660004,88.510002,88.959999,18759600,83.810842
2015-01-14,88.949997,89.889999,87.260002,89.739998,23272100,84.545693
2015-01-13,90.879997,91.43,89.110001,90.00,17469000,84.790646
2015-01-12,91.239998,91.339996,89.82,90.330002,15176300,85.101547
2015-01-09,92.300003,92.779999,91.370003,92.099998,14488400,86.769093
2015-01-08,91.25,92.269997,91.00,92.230003,15487500,86.891573
2015-01-07,90.650002,91.480003,90.00,90.720001,13590700,85.468972
2015-01-06,90.239998,91.410004,89.019997,89.809998,16670700,84.611641
2015-01-05,92.099998,92.400002,89.50,90.290001,18502400,85.063861
2015-01-02,92.25,93.050003,91.809998,92.830002,10220400,87.456842
2014-12-31,92.419998,93.129997,92.059998,92.449997,11337200,87.098833
2014-12-30,92.769997,93.389999,92.510002,93.019997,8743400,87.63584
2014-12-29,93.330002,93.860001,92.889999,93.07,9892100,87.682949
2014-12-26,93.989998,94.43,92.620003,93.209999,10581500,87.814845
2014-12-24,94.220001,94.25,92.980003,93.779999,6875700,88.351852
2014-12-23,93.519997,95.18,93.050003,94.589996,13706500,89.114965
2014-12-22,92.959999,93.669998,92.449997,93.330002,17871800,87.927901
2014-12-19,90.209999,93.639999,89.610001,93.639999,38469000,88.219956
2014-12-18,90.370003,91.160004,88.400002,91.160004,22882700,85.883507
2014-12-17,87.239998,89.900002,87.150002,89.019997,23323000,83.867367
2014-12-16,86.379997,89.199997,86.190002,86.410004,26372400,81.408445
2014-12-15,87.529999,88.599998,86.50,86.900002,21373600,81.870081
2014-12-12,88.709999,89.00,86.599998,86.599998,24568300,81.587442
2014-12-11,88.860001,91.540001,88.849998,89.199997,21522200,84.036948
2014-12-10,90.720001,90.730003,88.199997,88.669998,22279400,83.537627
2014-12-09,91.230003,92.059998,90.760002,91.379997,15883800,86.090766
2014-12-08,92.900002,93.129997,91.370003,91.699997,15735900,86.392244
2014-12-05,93.949997,94.589996,93.349998,93.82,11831900,88.389537
2014-12-04,94.129997,94.610001,93.07,94.370003,12868600,88.907705
2014-12-03,94.669998,95.330002,94.00,94.949997,16220400,89.454128
2014-12-02,92.32,94.669998,92.010002,94.190002,20805000,88.738124
2014-12-01,90.360001,92.870003,90.279999,92.349998,27584200,87.004622
2014-11-28,91.50,91.849998,90.110001,90.540001,19556700,85.299391
2014-11-26,94.639999,95.129997,94.360001,94.480003,9822100,89.011339
2014-11-25,96.010002,96.029999,94.370003,94.779999,13747400,89.29397
2014-11-24,96.339996,96.800003,95.25,95.720001,10170600,90.179564
2014-11-21,97.199997,97.199997,96.099998,96.809998,12374200,91.206469
2014-11-20,95.370003,95.900002,95.260002,95.82,8418600,90.273774
2014-11-19,95.080002,95.739998,94.129997,95.610001,8331600,90.07593
2014-11-18,95.080002,95.75,94.529999,94.870003,9263200,89.378764
2014-11-17,94.849998,95.139999,94.190002,95.110001,8703900,89.604871
2014-11-14,94.870003,95.110001,94.650002,95.089996,9351100,89.586024
2014-11-13,94.959999,95.209999,93.830002,94.660004,12354900,89.180921
2014-11-12,95.900002,96.400002,95.110001,95.379997,11592800,89.85924
2014-11-11,95.779999,96.510002,95.610001,96.410004,7990000,90.829628
2014-11-10,96.870003,97.099998,96.07,96.279999,9087600,90.707148
2014-11-07,95.800003,97.160004,95.720001,96.589996,13233500,90.999202
2014-11-06,95.18,96.419998,94.279999,96.260002,14731400,90.038245
2014-11-05,95.360001,95.769997,94.650002,95.07,12480000,88.925158
2014-11-04,94.50,94.889999,93.889999,94.519997,13498500,88.410704
2014-11-03,96.559998,97.099998,94.800003,95.260002,13410000,89.10288
2014-10-31,94.989998,96.889999,94.309998,96.709999,17493700,90.459156
2014-10-30,93.870003,94.669998,93.220001,94.449997,9765400,88.345229
2014-10-29,95.419998,95.980003,93.620003,94.589996,12409100,88.47618
2014-10-28,94.440002,95.199997,93.93,95.099998,12564100,88.953218
2014-10-27,93.849998,93.849998,92.769997,93.709999,11387700,87.653061
2014-10-24,94.190002,94.529999,93.220001,94.489998,9734100,88.382644
2014-10-23,94.309998,94.980003,93.870003,94.110001,11345100,88.027208
2014-10-22,93.959999,94.589996,92.980003,93.129997,12733600,87.110547
2014-10-21,92.860001,94.029999,92.360001,93.650002,15757000,87.596941
2014-10-20,90.629997,91.889999,90.629997,91.769997,10821700,85.83845
2014-10-17,91.129997,92.25,90.50,91.209999,18189200,85.314648
2014-10-16,88.580002,91.269997,88.18,90.599998,25212600,84.744075
2014-10-15,89.00,90.610001,86.910004,90.220001,24703500,84.388639
2014-10-14,91.489998,92.230003,90.059998,90.550003,23120500,84.697311
2014-10-13,91.32,92.529999,90.760002,90.839996,14451100,84.968561
2014-10-10,92.440002,93.269997,90.900002,91.599998,18173100,85.67944
2014-10-09,94.050003,94.489998,91.629997,91.82,17915600,85.885221
2014-10-08,93.419998,94.830002,92.419998,94.610001,15583700,88.494891
2014-10-07,94.269997,95.190002,93.330002,93.370003,10787900,87.33504
2014-10-06,94.010002,95.330002,93.910004,94.519997,10595400,88.410704
2014-10-03,93.599998,94.110001,92.580002,93.919998,11563000,87.849487
2014-10-02,92.389999,93.900002,92.059998,93.300003,13756500,87.269565
2014-10-01,94.110001,94.540001,92.720001,92.860001,14028600,86.858002
2014-09-30,94.110001,94.809998,93.620003,94.050003,15576500,87.971089
2014-09-29,94.709999,94.779999,93.800003,94.43,14015000,88.326525
2014-09-26,94.330002,95.760002,93.800003,95.43,11256800,89.26189
2014-09-25,95.660004,95.889999,94.199997,94.25,12854200,88.158159
2014-09-24,95.870003,96.25,94.839996,95.82,12200000,89.626682
2014-09-23,96.279999,97.160004,96.029999,96.029999,10300700,89.823108
2014-09-22,96.900002,97.00,96.269997,96.540001,8816900,90.300146
2014-09-19,97.080002,97.559998,96.870003,97.120003,18178100,90.842659
2014-09-18,97.150002,97.32,96.480003,96.610001,8636600,90.365621
2014-09-17,97.910004,97.93,96.800003,97.080002,8774200,90.805244
2014-09-16,96.230003,98.050003,96.019997,97.43,11574100,91.13262
2014-09-15,95.730003,96.400002,95.400002,96.290001,10689400,90.066304
2014-09-12,96.529999,96.589996,95.629997,95.779999,10270100,89.589266
2014-09-11,96.32,97.120003,95.82,97.029999,10181100,90.758473
2014-09-10,97.360001,97.529999,95.830002,96.809998,12113700,90.552691
2014-09-09,97.690002,98.029999,96.959999,97.389999,9756400,91.095205
2014-09-08,98.919998,98.919998,97.449997,97.769997,10080100,91.450641
2014-09-05,98.739998,99.300003,98.110001,99.260002,9476900,92.84434
2014-09-04,99.00,99.449997,97.970001,98.360001,9662900,92.00251
2014-09-03,98.860001,99.589996,98.860001,99.110001,8475100,92.704034
2014-09-02,99.43,99.589996,97.809998,98.489998,8957100,92.124105
2014-08-29,99.379997,99.669998,98.720001,99.459999,8873700,93.03141
2014-08-28,99.040001,99.739998,99.010002,99.57,6072700,93.134301
2014-08-27,99.779999,99.959999,99.089996,99.529999,5848700,93.096885
2014-08-26,99.120003,100.309998,99.019997,99.639999,8536500,93.199776
2014-08-25,98.809998,98.900002,98.50,98.75,7569800,92.367302
2014-08-22,98.889999,98.980003,98.080002,98.50,8095000,92.13346
2014-08-21,99.800003,100.07,99.260002,99.279999,6826200,92.863044
2014-08-20,99.550003,99.900002,99.040001,99.699997,6751800,93.255896
2014-08-19,99.50,99.949997,99.43,99.489998,8888100,93.05947
2014-08-18,99.279999,99.529999,99.099998,99.519997,7135400,93.08753
2014-08-15,99.239998,99.43,98.139999,99.029999,9226900,92.629203
2014-08-14,99.099998,99.279999,98.599998,99.089996,6547300,92.685322
2014-08-13,98.82,99.309998,98.480003,99.089996,7649600,92.685322
2014-08-12,98.209999,98.690002,97.82,98.489998,9583700,92.124105
2014-08-11,99.279999,99.419998,98.540001,98.730003,8589600,92.348598
2014-08-08,98.809998,99.790001,98.32,99.739998,11199300,92.647914
2014-08-07,99.769997,99.839996,97.629997,98.269997,10017100,91.282438
2014-08-06,98.199997,99.650002,98.199997,98.980003,9911300,91.941959
2014-08-05,99.480003,99.540001,97.779999,98.199997,13069400,91.217416
2014-08-04,98.739998,100.43,98.309998,100.129997,12148200,93.010182
2014-08-01,98.620003,99.550003,98.18,98.800003,14915000,91.774758
2014-07-31,101.980003,101.980003,98.93,98.940002,18291800,91.904802
2014-07-30,103.730003,104.150002,102.57,103.25,11072100,95.908335
2014-07-29,104.209999,104.760002,103.519997,103.550003,8055400,96.187006
2014-07-28,103.290001,104.519997,102.830002,104.370003,9197800,96.948699
2014-07-25,103.93,103.989998,102.959999,103.18,7775500,95.843312
2014-07-24,104.419998,104.720001,103.949997,104.279999,7943000,96.865095
2014-07-23,103.639999,104.449997,103.529999,104.25,7007200,96.837229
2014-07-22,103.639999,104.190002,103.50,103.540001,7426300,96.177715
2014-07-21,102.360001,103.190002,102.059998,103.080002,6632400,95.750424
2014-07-18,102.690002,102.959999,101.860001,102.730003,8208300,95.425313
2014-07-17,103.379997,103.889999,102.290001,102.309998,8145700,95.035172
2014-07-16,102.559998,103.790001,102.540001,103.769997,8870200,96.391356
2014-07-15,102.529999,102.599998,101.739998,102.389999,8755800,95.109485
2014-07-14,102.169998,103.080002,102.160004,102.68,8253100,95.378865
2014-07-11,102.400002,102.50,101.32,101.739998,7680800,94.505702
2014-07-10,102.879997,103.07,102.040001,102.57,8533700,95.276686
2014-07-09,102.959999,103.690002,102.809998,103.550003,7655300,96.187006
2014-07-08,102.330002,103.230003,102.169998,102.830002,9613600,95.518201
2014-07-07,102.330002,102.650002,102.019997,102.650002,7979600,95.350999
2014-07-03,101.949997,103.269997,101.68,102.589996,6922600,95.295261
2014-07-02,101.150002,101.639999,101.040001,101.57,6954400,94.347792
2014-07-01,101.150002,101.589996,100.790001,101.360001,8399600,94.152725
2014-06-30,101.209999,101.269997,100.519997,100.68,9536500,93.521077
2014-06-27,101.669998,101.790001,100.660004,101.209999,15147400,94.013389
2014-06-26,101.940002,102.379997,100.849998,102.029999,8424200,94.775082
2014-06-25,102.339996,102.620003,101.529999,102.139999,10714800,94.877261
2014-06-24,104.18,104.470001,102.470001,102.730003,9708400,95.425313
2014-06-23,104.110001,104.610001,103.879997,104.379997,8553700,96.957983
2014-06-20,103.279999,104.059998,102.940002,103.830002,17674400,96.447095
2014-06-19,102.610001,102.839996,101.68,102.629997,11105600,95.332418
2014-06-18,102.57,102.949997,102.059998,102.730003,9575100,95.425313
2014-06-17,102.580002,102.589996,101.449997,102.419998,9355400,95.137351
2014-06-16,102.57,103.25,102.169998,102.919998,8977600,95.601798
2014-06-13,101.93,102.660004,101.629997,102.650002,8240300,95.350999
2014-06-12,102.459999,102.949997,101.57,101.660004,11421000,94.431396
2014-06-11,101.190002,102.330002,101.00,101.949997,10270300,94.700769
2014-06-10,101.480003,101.730003,101.00,101.459999,7917500,94.245613
2014-06-09,101.449997,101.959999,101.190002,101.519997,6404800,94.301344
2014-06-06,100.610001,101.629997,100.599998,101.599998,9340900,94.375658
2014-06-05,100.099998,100.830002,99.959999,100.550003,12296100,93.400323
2014-06-04,100.209999,100.459999,99.959999,100.040001,7148800,92.926585
2014-06-03,99.589996,100.690002,99.589996,100.389999,9384200,93.251696
2014-06-02,100.529999,100.879997,99.669998,99.940002,7761300,92.833697
2014-05-30,100.800003,101.150002,100.370003,100.529999,11499000,93.381741
2014-05-29,101.540001,101.650002,101.019997,101.269997,6113700,94.069121
2014-05-28,101.230003,102.07,101.050003,101.059998,7586700,93.874054
2014-05-27,101.610001,101.900002,100.93,101.360001,8359700,94.152725
2014-05-23,101.550003,101.93,101.269997,101.32,5410900,94.115568
2014-05-22,101.809998,101.970001,101.470001,101.50,5304300,94.28277
2014-05-21,100.849998,102.220001,100.720001,102.029999,7747900,94.775082
2014-05-20,100.690002,101.080002,100.449997,100.669998,6134100,93.511786
2014-05-19,100.419998,101.110001,100.419998,100.870003,5851400,93.697569
2014-05-16,100.589996,101.00,100.32,100.739998,10369200,93.576808
2014-05-15,102.00,102.419998,100.330002,100.779999,13658700,93.613965
2014-05-14,102.360001,102.68,102.110001,102.290001,6999200,95.016597
2014-05-13,102.18,102.709999,101.940002,102.360001,7528800,95.081619
2014-05-12,102.330002,102.349998,101.529999,102.230003,8830500,94.960866
2014-05-09,101.709999,102.18,101.260002,101.949997,8948800,94.700769
2014-05-08,103.089996,103.290001,102.169998,102.32,8922500,94.403521
2014-05-07,103.120003,103.449997,102.790001,103.110001,11007400,95.1324
2014-05-06,102.599998,103.300003,102.410004,102.669998,9669800,94.72644
2014-05-05,101.690002,103.129997,101.580002,102.910004,7614200,94.947876
2014-05-02,101.279999,102.910004,100.980003,102.010002,11168100,94.117508
2014-05-01,101.959999,102.389999,101.199997,101.410004,11161700,93.563931
2014-04-30,101.129997,102.410004,100.709999,102.410004,13966700,94.486561
2014-04-29,101.57,102.57,101.230003,101.449997,10094600,93.60083
2014-04-28,100.720001,101.459999,100.309998,101.169998,12710800,93.342495
2014-04-25,99.989998,100.57,99.93,100.410004,10391500,92.641301
2014-04-24,100.480003,100.599998,99.860001,100.010002,9057800,92.272247
2014-04-23,100.589996,100.949997,100.330002,100.50,8686000,92.724334
2014-04-22,100.529999,100.860001,100.220001,100.370003,8212100,92.604395
2014-04-21,100.029999,100.93,99.889999,100.93,8002100,93.121065
2014-04-17,99.690002,100.970001,99.690002,100.419998,15439800,92.650522
2014-04-16,99.050003,100.099998,98.970001,99.940002,12508100,92.207664
2014-04-15,97.580002,98.699997,97.07,98.68,12961600,91.045148
2014-04-14,97.489998,98.059998,96.739998,97.860001,9610200,90.288591
2014-04-11,96.510002,97.440002,96.279999,96.720001,13352500,89.236793
2014-04-10,96.980003,97.779999,96.239998,96.779999,13443400,89.292149
2014-04-09,97.75,97.790001,96.629997,97.330002,10463900,89.799598
2014-04-08,97.010002,97.879997,96.75,97.449997,10243000,89.910309
2014-04-07,97.25,97.529999,96.75,96.779999,10120700,89.292149
2014-04-04,98.300003,98.709999,97.279999,97.360001,12496100,89.827276
2014-04-03,97.830002,98.540001,97.559998,97.93,10113000,90.353175
2014-04-02,97.529999,98.059998,97.18,97.949997,9551000,90.371624
2014-04-01,97.650002,97.93,97.279999,97.730003,9475300,90.168652
2014-03-31,98.489998,98.849998,97.32,97.68,12375200,90.122517
2014-03-28,96.470001,97.970001,96.470001,97.699997,12321800,90.140967
2014-03-27,94.610001,96.50,94.059998,96.239998,15427500,88.793928
2014-03-26,95.559998,95.580002,94.410004,94.699997,11033300,87.373076
2014-03-25,95.099998,95.82,94.800003,94.910004,9796600,87.566835
2014-03-24,94.760002,95.099998,94.480003,94.639999,9539800,87.317721
2014-03-21,95.099998,95.989998,94.309998,94.309998,24479800,87.013251
2014-03-20,93.440002,94.739998,93.010002,94.580002,10405000,87.262365
2014-03-19,94.650002,95.300003,93.129997,93.730003,9914700,86.478131
2014-03-18,94.410004,95.25,94.07,94.709999,8757300,87.382305
2014-03-17,93.949997,94.529999,93.75,94.32,8676100,87.022479
2014-03-14,93.580002,94.220001,93.290001,93.470001,11723300,86.238245
2014-03-13,94.440002,94.57,93.330002,93.639999,9872500,86.395091
2014-03-12,93.639999,94.470001,93.550003,94.209999,9705400,86.920989
2014-03-11,95.360001,95.589996,93.519997,94.010002,12143600,86.736466
2014-03-10,95.150002,95.550003,94.660004,95.50,9964500,88.111183
2014-03-07,94.370003,95.059998,93.989998,94.989998,12659100,87.64064
2014-03-06,93.669998,93.940002,93.269997,93.760002,12610400,86.505809
2014-03-05,95.199997,95.290001,93.400002,93.800003,19829600,86.542715
2014-03-04,96.589996,96.860001,95.870003,96.519997,12566100,89.052263
2014-03-03,95.760002,96.540001,94.830002,95.50,11896700,88.111183
2014-02-28,95.959999,96.830002,95.779999,96.269997,12651400,88.821605
2014-02-27,95.580002,96.050003,95.160004,95.839996,9101200,88.424874
2014-02-26,96.559998,96.860001,95.529999,95.790001,9087600,88.378747
2014-02-25,96.540001,96.970001,95.959999,96.309998,10663000,88.858511
2014-02-24,95.610001,97.25,95.410004,96.440002,16012500,88.978458
2014-02-21,95.480003,95.580002,94.940002,95.029999,11282200,87.677546
2014-02-20,93.849998,95.769997,93.75,95.370003,14424300,87.991244
2014-02-19,93.800003,95.290001,93.800003,93.949997,12227800,86.681104
2014-02-18,94.07,94.720001,93.360001,94.07,12979300,86.791822
2014-02-14,91.809998,94.43,91.599998,94.110001,18260400,86.828728
2014-02-13,90.589996,91.650002,90.400002,91.43,9775300,84.356079
2014-02-12,91.010002,91.860001,90.639999,91.080002,10752400,84.033159
2014-02-11,89.559998,91.00,89.400002,90.839996,13422800,83.811723
2014-02-10,90.449997,90.529999,89.360001,89.519997,12237700,82.593852
2014-02-07,90.120003,90.629997,89.75,90.580002,12573800,83.571844
2014-02-06,89.510002,90.18,89.25,89.800003,13646100,82.852194
2014-02-05,90.309998,90.610001,89.379997,89.580002,16393600,82.067958
2014-02-04,90.370003,90.639999,89.389999,90.019997,17414400,82.471056
2014-02-03,91.919998,92.309998,89.639999,90.050003,20377900,82.498546
2014-01-31,92.849998,93.279999,91.699997,92.160004,17361400,84.431605
2014-01-30,94.00,94.949997,93.059998,93.989998,14628400,86.108139
2014-01-29,94.93,96.199997,94.650002,95.110001,13191500,87.13422
2014-01-28,95.349998,95.919998,94.769997,95.650002,10773600,87.628937
2014-01-27,95.080002,95.580002,94.75,94.919998,12474600,86.96015
2014-01-24,96.18,96.25,94.82,94.849998,14584300,86.896021
2014-01-23,97.25,97.389999,96.010002,96.970001,15393200,88.838243
2014-01-22,98.879997,98.949997,97.839996,97.879997,11642800,89.671928
2014-01-21,98.57,98.889999,98.040001,98.50,13847300,90.239939
2014-01-17,99.18,100.339996,98.669998,99.160004,15998000,90.844595
2014-01-16,98.790001,99.040001,98.25,98.940002,9421700,90.643043
2014-01-15,99.160004,99.349998,98.629997,98.779999,9425500,90.496457
2014-01-14,98.800003,99.269997,98.650002,99.120003,9265000,90.807949
2014-01-13,99.910004,100.099998,98.269997,98.550003,12110900,90.285749
2014-01-10,99.989998,100.629997,99.120003,100.519997,10535400,92.090542
2014-01-09,100.199997,100.389999,99.029999,99.760002,11674300,91.394279
2014-01-08,101.190002,101.190002,100.150002,100.739998,11180400,92.292094
2014-01-07,99.610001,101.220001,99.419998,101.07,11187000,92.594422
2014-01-06,99.940002,100.139999,98.889999,99.660004,11848500,91.302666
2014-01-03,99.769997,100.169998,99.139999,99.510002,9295600,91.165244
2014-01-02,100.599998,100.760002,99.389999,99.75,11028100,91.385116
2013-12-31,100.489998,101.389999,100.43,101.199997,8509600,92.713518
2013-12-30,101.529999,101.550003,100.309998,100.309998,9007900,91.898153
2013-12-27,101.239998,101.739998,100.989998,101.510002,10209000,92.997527
2013-12-26,99.419998,101.029999,99.379997,100.900002,9531200,92.43868
2013-12-24,98.330002,99.440002,98.330002,99.220001,4168300,90.899562
2013-12-23,99.00,99.290001,98.389999,98.510002,10127600,90.249102
2013-12-20,99.389999,99.599998,98.599998,98.68,23331000,90.404844
2013-12-19,99.50,99.599998,99.00,99.43,12905900,91.091951
2013-12-18,97.43,99.949997,97.010002,99.540001,21331300,91.192727
2013-12-17,97.019997,97.129997,96.029999,96.75,14920900,88.636691
2013-12-16,96.279999,98.879997,96.129997,97.220001,23226000,89.067279
2013-12-13,95.129997,95.919998,94.660004,95.309998,10629500,87.317445
2013-12-12,94.50,95.879997,94.279999,95.360001,15562600,87.363255
2013-12-11,95.379997,95.540001,94.160004,94.260002,12811800,86.355501
2013-12-10,95.900002,95.980003,95.389999,95.709999,9868100,87.683903
2013-12-09,95.949997,96.25,95.599998,95.839996,15516700,87.802999
2013-12-06,94.970001,95.709999,94.589996,95.650002,12063400,87.628937
2013-12-05,94.07,94.650002,93.919998,94.129997,10586000,86.236398
2013-12-04,94.190002,94.900002,93.919998,94.669998,13074000,86.731115
2013-12-03,93.599998,94.480003,93.230003,94.389999,12599500,86.474597
2013-12-02,93.269997,94.040001,92.919998,93.519997,9310500,85.677551
2013-11-29,93.650002,94.220001,93.300003,93.480003,6770500,85.640911
2013-11-27,94.360001,94.419998,93.480003,93.800003,8828100,85.934076
2013-11-26,94.75,94.809998,94.150002,94.269997,11857900,86.364657
2013-11-25,95.209999,95.75,94.830002,95.089996,10515100,87.115893
2013-11-22,94.959999,95.07,94.290001,95.010002,8534700,87.042607
2013-11-21,94.849998,95.389999,94.629997,94.690002,9128400,86.749442
2013-11-20,95.75,95.949997,94.370003,94.68,10455400,86.740278
2013-11-19,95.400002,95.790001,95.160004,95.419998,12697300,87.418221
2013-11-18,95.980003,96.00,95.059998,95.449997,14243700,87.445704
2013-11-15,94.150002,95.290001,94.029999,95.269997,18374500,87.280799
2013-11-14,92.68,93.419998,92.68,93.220001,7909200,85.402713
2013-11-13,92.220001,92.739998,92.07,92.589996,9280000,84.825539
2013-11-12,92.669998,93.32,92.50,92.669998,10727300,84.898832
2013-11-11,92.849998,93.230003,92.50,92.959999,7924700,85.164514
2013-11-08,91.800003,92.82,91.480003,92.730003,12330100,84.953805
2013-11-07,92.639999,92.980003,91.760002,91.959999,16572100,84.248372
2013-11-06,92.419998,93.279999,92.120003,93.220001,13464600,84.825542
2013-11-05,91.339996,93.25,91.239998,91.989998,21122500,83.7063
2013-11-04,90.00,92.269997,90.00,92.099998,20591600,83.806395
2013-11-01,89.739998,90.040001,88.269997,89.82,19023500,81.73171
2013-10-31,89.449997,90.959999,89.199997,89.620003,19185200,81.549723
2013-10-30,88.970001,89.480003,88.690002,88.809998,14305900,80.812659
2013-10-29,88.449997,89.029999,88.440002,88.93,10340000,80.921855
2013-10-28,87.830002,88.459999,87.610001,88.230003,9921900,80.284893
2013-10-25,88.230003,88.650002,87.82,87.970001,11382000,80.048304
2013-10-24,87.980003,88.730003,87.970001,88.419998,12288900,80.457779
2013-10-23,87.519997,87.650002,86.949997,87.610001,11449100,79.720722
2013-10-22,87.290001,88.150002,87.129997,87.980003,12710600,80.057406
2013-10-21,87.50,87.650002,86.839996,87.230003,10730900,79.374943
2013-10-18,87.690002,87.739998,87.300003,87.550003,12425100,79.666127
2013-10-17,87.129997,87.50,87.010002,87.480003,10438200,79.602431
2013-10-16,87.480003,87.860001,86.720001,87.309998,11668100,79.447734
2013-10-15,87.470001,87.580002,86.639999,86.790001,12018000,78.974563
2013-10-14,86.510002,87.739998,86.510002,87.599998,9742100,79.71162
2013-10-11,85.900002,86.949997,85.50,86.949997,12661800,79.120151
2013-10-10,85.519997,86.040001,84.790001,86.040001,17532400,78.2921
2013-10-09,85.349998,85.589996,84.830002,85.160004,13575100,77.491347
2013-10-08,85.860001,85.949997,85.470001,85.510002,15335700,77.809828
2013-10-07,85.57,86.290001,85.269997,85.900002,10985800,78.164708
2013-10-04,86.309998,86.419998,85.68,86.32,11325500,78.546885
2013-10-03,86.040001,86.050003,85.339996,85.50,13923400,77.800727
2013-10-02,85.75,86.110001,85.279999,86.080002,11841400,78.328499
2013-10-01,85.989998,86.339996,85.779999,86.00,11885100,78.255702
2013-09-30,86.059998,86.699997,85.610001,86.040001,17486100,78.2921
2013-09-27,86.849998,87.010002,86.610001,86.900002,10867100,79.074658
2013-09-26,87.400002,87.449997,86.809998,87.07,9787100,79.229348
2013-09-25,87.589996,87.599998,86.93,87.139999,13577400,79.293044
2013-09-24,87.589996,88.07,87.279999,87.360001,12129200,79.493234
2013-09-23,88.290001,88.910004,87.639999,87.75,12227700,79.848114
2013-09-20,89.529999,89.75,88.589996,88.660004,20651100,80.676172
2013-09-19,89.639999,89.739998,88.980003,89.279999,11757500,81.240336
2013-09-18,88.910004,89.870003,88.370003,89.580002,15134700,81.513324
2013-09-17,88.709999,89.349998,88.650002,88.940002,8941200,80.930957
2013-09-16,88.879997,89.18,88.489998,88.669998,9421300,80.685266
2013-09-13,88.150002,88.879997,88.150002,88.400002,8254200,80.439583
2013-09-12,88.589996,88.800003,87.860001,87.980003,10917200,80.057406
2013-09-11,87.879997,88.849998,87.879997,88.839996,11201200,80.839956
2013-09-10,88.400002,88.400002,87.279999,87.82,11823100,79.91181
2013-09-09,87.339996,88.190002,87.309998,88.040001,9297000,80.112
2013-09-06,87.489998,87.730003,86.800003,87.25,12950600,79.393139
2013-09-05,88.059998,88.300003,87.330002,87.349998,11740100,79.484133
2013-09-04,87.010002,87.980003,86.900002,87.760002,9822300,79.857216
2013-09-03,87.699997,88.00,86.830002,87.150002,10546700,79.302145
2013-08-30,87.389999,87.550003,86.790001,87.160004,12480400,79.311247
2013-08-29,88.629997,88.629997,87.230003,87.269997,11407800,79.411335
2013-08-28,87.279999,88.989998,87.279999,88.839996,17738800,80.839956
2013-08-27,86.620003,87.489998,86.580002,86.82,13960200,79.00186
2013-08-26,87.50,87.699997,86.82,87.089996,10654700,79.247544
2013-08-23,87.150002,87.690002,86.760002,87.519997,9206400,79.638823
2013-08-22,86.580002,87.419998,86.449997,86.980003,10199900,79.147456
2013-08-21,86.949997,87.349998,86.389999,86.419998,12766900,78.637879
2013-08-20,87.129997,87.870003,86.830002,86.830002,16498800,79.010962
2013-08-19,87.82,87.870003,86.779999,86.919998,11745600,79.092854
2013-08-16,88.010002,88.489998,87.650002,87.910004,11872500,79.993709
2013-08-15,88.660004,88.870003,88.059998,88.160004,11273400,80.221197
2013-08-14,89.339996,89.480003,88.900002,88.949997,9797300,80.940051
2013-08-13,89.849998,89.919998,89.139999,89.400002,10892700,81.349533
2013-08-12,90.43,90.43,89.690002,89.889999,10133700,81.795407
2013-08-09,91.199997,91.360001,90.43,90.720001,9467800,82.550667
2013-08-08,91.93,91.970001,91.279999,91.779999,11529500,82.941945
2013-08-07,91.18,91.550003,91.129997,91.339996,8163800,82.544313
2013-08-06,91.330002,91.910004,91.279999,91.470001,11689200,82.661799
2013-08-05,91.419998,91.760002,91.010002,91.589996,12625900,82.770239
